Parent,Child,Conversion,Child Description,Child UOM
22170213,22170213PK,4,HEMA SMPLE VIAL W/CAP 250/PK,PK
22171715,22171715PK,20,CNT TB 50ML ATT CP PS ST 25PK,PK
22176271,22176271DEM,1,TS FIBRINOG ASSAY ST 100DET/PK,PK
22183624,22183624PK,4,FSH PSTR PPTS 5-3/4IN 250PK,PK
22235721,22235721EA,12,TB CN SPD PP F 1/4X3/8IN 1EA,EA
22246069,22246069PK,10,SPONGE 4-PLY 4X4IN 200/PK,PK
22255312,22255312PK,4,TUBE CULT DSP PX 15X85MM 250PK,PK
22260099,22260099EA,6,BROKEN GLASS FLOOR MDL 1EA,EA
22260295,22260295EA,12,FUNNEL PP MICRO 28MM,EA
22273735,22273735EA,12,WSH BTL 16OZ 500ML 1EA,EA
22281500,22281500EA,4,AQUAPUR ST 1 GALLON,EA
22294325,22294325PK,10,VIAL E-Z AUTO SNP RNG 100/PK,PK
22306360,22306360PK,10,BAGZIP SEAL 2MIL 6X6 100/PK,PK
22306366,22306366PK,10,BGZIP SEAL 2MIL 10X12 100/PK,PK
22310028,22310028PK,10,SPEC CLR ZIP 12X15 2 MIL 100PK,PK
22363122,22363122EA,36,TAN 2X5 LATX FREE,EA
22363547,22363547EA,50,CELL STRAINER 40UM STER 1EA,EA
22363548,22363548EA,50,CELL STRAINER 70UM STER 1EA,EA
22363549,22363549EA,50,CELL STRAINER 100UM STER,EA
22363596,22363596EA,10,FB NDL FLX WH 10BG 10/PK,EA
22363597,22363597PK,96,FL LP 10UL FLX LXL 10/PK,PK
22363602,22363602PK,50,FB LP 1/10UL FX WH 10BG 10/PK,PK
22652093,22652093EA,20,SHRPS CNTNR CHMNY 8QT RED EACH,EA
22998800,22998800EA,4,CAVICIDE DISINFECTANT 1GAL,EA
22998806,22998806EA,12,CAVIWIPE HP 160/CANISTER 1EA,EA
22998814,22998814EA,12,CAVIWIPE 6X6.75 160/CN 1EA,EA
23249579,23249579EA,4,REAGENT GRADE WATER 1GAL,EA
23290065,23290065EA,12,DEIONIZED WATER 1/EA,EA
23309788,23309788PK,6,PARTICULATE RESPTR NIOSH 35/PK,PK
23309828,23309828PK,4,SHIELD FUL FCE CMFRT BND 25PK,PK
23640501,23640501EA,12,BLEACH CARTRIDGES 11OZ 1EA,EA
23700219,23700219PK,5,ZIP BAG 9X12 4MIL ZIP 100PK,PK
45001749,45001749EA,6,FICOLL-PAQUE PLUS 6X100 ML 1EA,EA
5001022,5001022EA,20,200MM WAFER JAR SNP LID,EA
5001024,5001024EA,52,CLNRM NT PD 4.5IN X5.5IN,EA
5001028,5001028PK,6,HAZS MATL ACC DISPOSL BAGS 4PK,PK
5001041,5001041PK,4,VIAL PLASTIC 4 ML 4X120 1/PK,PK
5001045,5001045EA,6,MERCURY FREE ELITE BLEACH 1EA,EA
5001166,5001166EA,60,128OZ NTRL HDP RND110-400 1EA,EA
5001197,5001197PK,16,FORT HOWARD SINGLE FOLD 1/PK,PK
5001229,5001229EA,8,LIQUID JOY DISH SOAP 38OZ 1EA,EA
501037863,501037863EA,12,DUSTER AIR 1/EAS,EA
501060562,501060562EA,12,TEFLON TAPE 1/2INX260 1 EA,EA
501060564,501060564EA,50,TIP FILTER ONETOUCH 10UL 1/EA,EA
501060571,501060571PK,10,TIP ONETOUCH 10 96/PK,PK
501060572,501060572PK,40,SORENSON 1000UL 10370 ST 96/PK,PK
501060573,501060573PK,50,STERILE TIPS 200UL 96/PK,PK
501060574,501060574PK,50,TIP ONETOUCH 200 96/PK,PK
501060576,501060576EA,4,MICRON 90 LIQUID CLEANER 1/EA,EA
501060580,501060580EA,12,SCRUBBING BUBBLES 1/EA,EA
501117985,501117985PK,8,250ML CENTRIFUGE TUBE 6PK,PK
501178722,501178722EA,10,125ML PETG SINGLE USE BTL 1/EA,EA
501178724,501178724EA,10,500ML PETG SINGLE USE BTL 1/EA,EA
501178728,501178728EA,10,1L PETG SINGLE USE BOTTLE 1/EA,EA
501178729,501178729EA,10,2L PETG SINGLE USE BOTTLE 1EA,EA
501180487,501180487EA,10,SHARPS CONTAINER 1 GAL 1EA,EA
501180491,501180491EA,10,SHARPS CONTAINER 2 GAL 1EA,EA
501305998,501305998EA,24,TECAN 10ULTIPS ANSIFIL REF96EA,EA
501311415,501311415EA,8,DAWN LIQUID DETERGENT 1EA,EA
501510274,501510274EA,8,GPS-LTS-A-300 L-768/96EA,EA
501510300,501510300EA,8,RT-LTS-A-5000 L-/S-24/1 24TIPS,EA
501510334,501510334EA,8,RT-LTS-A-1000 L-/L/S-768/96EA,EA
501510335,501510335EA,10,RT-LTS-A-10 L-/L/S-960/96EA,EA
501510336,501510336EA,10,RT-LTS-A-250 L-/L/S-960/96EA,EA
501510337,501510337EA,8,RT-LTS-A-1200 L-/L/S-96/EA,EA
501510362,501510362EA,8,GP-LTS-A-1000 L-/F-768/96EA,EA
501510363,501510363EA,10,GP-LTS-A-200 L-/F-960/96EA,EA
501510364,501510364EA,10,GP-LTS-A-10 L-/F-960/96EA,EA
501510372,501510372EA,8,RT-LTS-A-1000 L-/F-768/96EA,EA
501510374,501510374EA,10,RT-LTS-A-200 L-/F-960/96EA,EA
501510375,501510375EA,10,RT-LTS-A-10 L-/F-960/96EA,EA
501510376,501510376EA,8,RT-LTS-A-300 L-/F-768/96EA,EA
501510379,501510379EA,8,RT-LTS-A-1000 L-F/L-96/EA,EA
501510393,501510393EA,8,TR-LTS-A-300 L-/F/L-96/EA,EA
50156261,50156261EA,3,CLOROX BLEACH 1/EA,EA
501633601,501633601EA,5,BTL PL SPRAY ET7024 GHS 1EA,EA
501656717,501656717EA,10,1000UL ELLOWRETFLTRTIP RK 96,EA
501853974,501853974EA,12,N N-DIMETHYLFORMAMIDE ANHYDROU,EA
501909611,501909611EA,24,BATTERIES  AAA 1EA,EA
501959332,501959332PK,4,ACRODISK 1.0UM GLS FIBER PK/50,PK
502002023,502002023EA,12,BOWL CLEANER INSTITUT 1/EA,EA
502002090,502002090EA,12,CLRXDISFCTGWIPELEMN 35CT 1EA,EA
502002111,502002111EA,24,COMET CLEANSER 21 OZ EPA,EA
502002510,502002510EA,12,3M STAINLESS CLEANER 1/EA,EA
502002764,502002764EA,12,20OZ MOP HD-RAYON 1EA,EA
502003722,502003722EA,30,FACIAL TISS. 100-2PLYPOM-ETTS,EA
502003830,502003830EA,12,24OZ COTTONSADDLEBACK/WEB 1/EA,EA
502004395,502004395PK,4,WHITE DOODLEBUG PAD 5/PK,PK
50201994,50201994EA,24,SOLUTION BOTTLE 250ML EA,EA
50201995,50201995EA,24,SOLUTION BOTTLE 500ML 1/EA,EA
50202004,50202004PK,12,50ML CENTRIFUGE TUBE RACK 25PK,PK
50202006,50202006PK,20,50ML CENTRIFUG TUBEFLIP BAG 25,PK
50202012,50202012PK,10,50ML BIORXNCENTRIFUGETUBE10PK,PK
50202033,50202033PK,25,60MM TISSUE CULTURE DISH 20/PK,PK
502040087,502040087EA,12,7530012096526 PAPER 1EA,EA
502040205,502040205EA,12,7530013566727 PAPER 1EA,EA
502052121,502052121EA,36,BATTERY ALKALINE AA EA,EA
502052353,502052353EA,6,TISSUE FACIAL BOUTIQ 1EA,EA
502063012,502063012PK,4,ACRO CR PTFE 0.45UM 25MM 50PK,PK
502063043,502063043PK,4,ACRO PVDF 0.45UM 25MM 50PK,PK
502063419,502063419PK,4,ACRO PSF IC 25MM 0.45UM 50PK,PK
502083904,502083904PK,10,SANITARY FITTING MAXI 14 10PK,PK
502083986,502083986PK,10,CLAMP SANITRY FITTING MN 10PK,PK
502083987,502083987PK,10,CLAMP SANITARY FITTING MX 10PK,PK
502099109,502099109EA,50,CELLCARIER384 ULTRAMCROPLT 1EA,EA
502099831,502099831PK,2,CELLCARRIER96 ULTRA MICROPLAT,PK
502335936,502335936PK,40,25CM CELLCULTRE FLSKS 50 V 5PK,PK
502336241,502336241PK,20,CELLPRO 25CMCELCULTREFLSK 10PK,PK
502339117,502339117EA,5,300UL GRIP TIP NS VIAFLO 1EA,EA
502339118,502339118EA,5,V96-300UL TIPS ST 1EA,EA
502520330,502520330EA,2,BATTERY ALKLIN 9 VOLT 1EA,EA
502520337,502520337EA,8,BATTERY C 1EA,EA
502721225,502721225EA,25,ID CARD HOLDRS VERTICL BLA 1EA,EA
502734671,502734671EA,12,10 OZ CAN 1EA,EA
50371503CS,50371503EA,50,4511 RED HANDLE SCALPEL 1EA,EA
50403864,50403864PK,50,L-SHAPED CELL SPREADER BULK 10,PK
50465229,50465229PK,2,16.5X95TUB 12ML FB PP/500PK RX,PK
50465417,50465417EA,4,CONCENTRATE SPOR KLENZ 1/EA,EA
50486643,50486643EA,3,SPICPSN ALL PRP/GLS/DISFT 1EA,EA
50486655,50486655EA,24,ALUMINIUM FOIL 12INW EACH,EA
50550502,50550502PK,8,2.2ML MILK PIPET BULK 50PK,PK
50553240,50553240PK,8,STER FILT COND 1ML TIPS 480PK,PK
50587951,50587951EA,9,LABEL/ODOR ELIMINATOR 1/EA,EA
50607513,50607513PK,12,15ML CENT TUBE PLAS RK 25PK,PK
5067716,5067716EA,12,PRKR ULTRSD GL 250MLBTL 1/EA,EA
507206108,507206108EA,12,WINDEX W/TRIGGER  32OZ EA,EA
507206226,507206226EA,4,PEARL HANDSOAP 1/EA,EA
50809218,50809218PK,10,50ML SCTUBE 28X114CBGWB 25PK,PK
50871433,50871433EA,20,COLUMN SILICA GEL 4G 1 EA,EA
50871434,50871434EA,20,COLUMN SILICA GEL 12G 1EA,EA
50871435,50871435EA,15,COLUMN SILICA GEL 24G 1EA,EA
50871436,50871436EA,15,COLUMN SILICA GEL 40G 1EA,EA
50871437,50871437EA,12,COLUMN SILICA GEL 80G 1/EA,EA
50871438,50871438EA,10,COLUMN SILICA GEL 120G 1EA,EA
50871440,50871440EA,6,COLUMN SILICA GEL 220G 1EA,EA
50871441,50871441EA,4,COLUMN SILICA GEL 330G 1EA,EA
50871524,50871524EA,12,CARTRIDGES SILICA GEL 65G 1EA,EA
5090116810,5090116810E,10,RACK TIPS LTS LR 10UL 96/EA,EA
5090116821,5090116821E,10,RACK TIPS LTSLR 200UL 96/EA,EA
5090116847,5090116847E,4,STABLRKLTSFLTR1000ULTIPS 192EA,EA
5090116849,5090116849E,5,STABLERAK LTS 20UL TIP 192/EA,EA
5090116854,5090116854E,5,STABLERAK LTS 200UL 192/EA,EA
5090116856,5090116856E,5,STABLERAK LTS 250UL ST 192/EA,EA
509018242,509018242EA,20,CARTRIDGES SILICA 5G 1EA CART,EA
509018245,509018245EA,30,CARTRIDGES EMPTY 25G 1EA,EA
509018246,509018246EA,15,CARTRIDGES SILICA 25G 1EA,EA
509018248,509018248EA,15,CARTRIDGES SILICA 12G 1EA,EA
509051589,509051589EA,50,OPTIPLATE-384 NEW 50W 1EA,EA
509051605,509051605EA,50,VEWPLATE-96 BLACK 1/EA,EA
509052684,509052684PK,8,PROXIPLATE-384 PLUS WHT 25/PK,PK
50921309,50921309PK,5,TIP 30UL 384 NS 10 RACKS,PK
50998126,50998126EA,10,TUBING CLAMP 1/4-5/8 1EA,EA
50999836,50999836PK,4,TECN200UL MCA96 TIPFIL WB960PK,PK
50999844,50999844EA,24,TECAN1000ULTIPSANSI FILREF96EA,EA
6000045,6000045EA,4,TFA/ACETONITHPLCS 4LT/EA,EA
6000055,6000055EA,4,FORMICACID/ACETON2.5LT 1EA,EA
6000056,6000056EA,6,FORMICACID/ACETONIT 1LT EA,EA
6000058,6000058EA,4,FORMIC ACID/METOH 2.5LT 1EA,EA
6000224,6000224EA,4,ACETONE PREP-LC ACS 4LT 1EA,EA
6000225,6000225EA,4,ACETONE PREP-LC ACS 4LT1/EA,EA
6000247,6000247EA,4,ACETONITRILE CHRMSLV HPLC 4LT,EA
6000262,6000262EA,1,ACETONITRILE CHRMSLV LC-M 4LT,EA
6000281,6000281EA,4,ACETONITRILE MEETS USP 99 4LTR,EA
6000511,6000511EA,4,DCM MEETS USP 99.9 4L 1EA,EA
6000529,6000529EA,4,DIETHYL EHTER HPLC GS PES4L/EA,EA
6000594,6000594EA,4,ETHYLACETATEPREP-LC ACS4LT1/EA,EA
6000961,6000961EA,1,ETOH CHRMSLV LC-MS HPLC 4LT,EA
6000985,6000985EA,6,METOH PURGE TRAP B J 1L 1EA,EA
6001040,6001040EA,4,N-HEXANE CHRMSLV CAPILLAR 1LT,EA
6001062,6001062EA,4,N-HEXANE NON-SPECTRO 99.9 1LT,EA
6001079,6001079EA,4,N-HXANEPREP-LC ACS98.5 4LT1/EA,EA
6001458,6001458EA,6,SODIUM HYDROX 5.0 M NAOH1LT1EA,EA
6002544,6002544EA,4,TRIFLUOROACETIC ACI 2.5LT,EA
6003013,6003013EA,4,WATER HPLC SPECTRO 4LT 1/EA,EA
6003077,6003077EA,4,WATER LC-MS HPLC B AND J 2.5LT,EA
6003078,6003078EA,4,WATER LC-MS HPLC B AND J 1EA,EA
6003079,6003079EA,6,FORMIC ACID IN WATER 1LT EA,EA
6003080,6003080EA,4,FORMIC ACID IN WATE 2.5LT,EA
6003081,6003081EA,4,FORMIC ACID IN WATER 4LT,EA
60046388,60046388EA,4,METHANOL W 0. FORMIC 4LT EA,EA
60048260,60048260EA,4,TFA IN ACETONITRILE 1EA,EA
60048327,60048327EA,4,CETONITRILE BIOSYN FO 1EA,EA
60048336,60048336EA,4,ACTIVATR REAGNT BIOSN2.5LT1EA,EA
60048382,60048382EA,4,CAPPING REAGENT BIOSYN 1EA,EA
60048385,60048385EA,4,CAPPING REAGENT BIOSYN 4LT,EA
60048413,60048413EA,4,DETRITYLATION REAGENT BI 4LT,EA
60048414,60048414EA,4,DETRITYLATION REAGENT BI 4 LT,EA
60048416,60048416EA,4,DETRITYLATION REAGENT BI 1EA,EA
60048524,60048524EA,4,OXIDATION REAGENT BIOSYN 4LT,EA
88247504,88247504EA,4,ECOLITE LSC 1 GAL EA,EA
934106,934106EA,6,PURELL FOODSERVICE WIPES,EA
934206,934206EA,6,PURELL PROFESSIONAL WIPES EA,EA
A144C212,A144C212EA,6,HYDROCHLORIC ACID CS 2 1/2L,EA
A144S212,A144S212EA,6,HYDROCHL AC SAFCOT 2 1/2L,EA
A200C212,A200C212EA,4,NITRIC ACID R ACS 2L,EA
A200S212,A200S212EA,4,NIT ACID R ACS SAF 2.5L,EA
A300C212,A300C212EA,6,SULFURIC ACID CS 1X2 1/2L,EA
A300S212,A300S212EA,6,SULFURIC AC SAFE-COTE 2.5L,EA
A38C212,A38C212EA,6,ACETIC ACID ACS 2.5L,EA
A38S212,A38S212EA,6,ACET ACS SAF-CT 1X2.5L,EA
A4662,A4662LC,1,HYDROCHLORIC ACID OPTIMA 2L,EA
A5074,A5074EA,4,ACETIC ACID TRACEMETAL 4L,EA
A669C212,A669C212EA,6,AMMON HYDROXIDE ACS 1X2.5L/EA,EA
A669S212,A669S212EA,6,AMM HYDROX ACS SAFCOT 2.5L,EA
AB0600,AB0600EA,25,.2ML RKN PT PP N-SKRT NAT 1EA,EA
AB0661,AB0661EA,50,2.2ML 96 DEEP W PLT NAT 1EA,EA
AB0859,AB0859EA,50,0.8ML DW PLATE V-BTM NAT 1/EA,EA
AB2800,AB2800PK,5,SUPERPLATE SKRTD PCR PLT 5/PK,PK
AB4162B,AB4162BEA,16,ABSBLU QPCR SYBR GR ROXMX 1EA,EA
BBV1000,BBV1000EA,6,STRL PC BFFLD VNT 1000 ML 1/EA,EA
BBV125,BBV125EA,24,STRL PC BFFLD VNT 125 ML 1/EA,EA
BBV2000,BBV2000EA,4,STRL PC BFFLD VNT 2000 ML 1/EA,EA
BBV250,BBV250EA,12,STRL PC BFFLD VNT 250 ML 1/EA,EA
BBV2800,BBV2800EA,4,STRL PC BFFLD VNT 2800 ML 1/EA,EA
BBV500,BBV500EA,12,STRL PC BFFLD VNT 500 ML 1/EA,EA
BD353377,BD353377PK,4,TC 96W WHT/CLR PLTE 8PK,PK
BMA57023,BMA57023EA,9,FLASHGEL DNA CASSETTES 1EA,EA
BMA57029,BMA57029EA,9,FLASHGEL DNA CASSETTES 1EA,EA
BP6651,BP6651EA,2,PHOS BUF SAL 10X CONC 2X1L/EA,EA
BTX610,BTX610PK,5,CUVETTES PLUS 1MM GAP 10/PK,PK
BTX620,BTX620PK,5,CUVETTES PLUS 2MM GAP 10/PK,PK
BTX640,BTX640PK,5,CUVETTES PLUS 4MM GAP 10/PK,PK
C2981,C2981EA,6,CHLOROFORM CERT ACS 1L,EA
C4933,C4933EA,4,CUPRIC SULFATE ACS 3KG 1EA,EA
C6061,C6061EA,6,CHLRFRM CERT ACS/HPLC 1L 1EA,EA
C9944518,C9944518PK,4,CULT TUBE DSP 18X150MM 125/PK,PK
CG302403,CG302403EA,100,SUBASEAL JNT 19/22-19-38 1/EA,EA
E0030123611,E30123611PK,10,SAFE-LOCK1.5ML FORENSICGR 50PK,PK
E951020303,E951020303P,5,TWIN.TEC 96 W PLT SEMI CL 5/PK,PK
E951032701,E951032701P,5,DWP96/1000 STERILE WHITE 4/PK,PK
E951033308,E951033308P,10,DWP96/1000 PROT LOB WHITE 8PK,PK
E951033502,E951033502P,5,DWP96/2000 STERILE WHITE 4/PK,PK
F148012G,F148012GEA,10,CP25 10 TIPACKS 96 1/EA,EA
F148014G,F148014GEA,10,CP250 10 TIPACKS 96 1/EA,EA
F171201G,F171201GEA,10,DL10ST 96 0.1-20UL TIPS,EA
FB0129110,FB0129110EA,100,BEAKER DIS PP 50ML GRAD,EA
FB0129111,FB0129111EA,100,BEAKER DIS PP 150ML GRD,EA
FB0129112,FB0129112EA,50,BEAKER DIS PP 400ML GRAD 1/EA,EA
FB012915,FB012915EA,50,BEAKER DIS PP 250ML GRAD,EA
FB012916,FB012916EA,25,BEAKER DIS PP 600ML GRAD 1/EA,EA
FB012917,FB012917EA,100,BEAKER DIS PP 100ML GRD,EA
FB012918,FB012918EA,100,BEAKER DIS PP 15ML GRAD 1/EA,EA
FB012919,FB012919EA,100,BEAKER DIS PP 30ML GRAD,EA
FB012920,FB012920PK,96,35MM TC DISH 10PK,PK
FB012921,FB012921PK,60,60MM TCDISH W/GRIP RING 10PK,PK
FB012924,FB012924PK,30,100MM TCDISH W/GRP RING 10/PK,PK
FB012925,FB012925EA,5,150MM TC DISH 1EA,EA
FB012927,FB012927EA,100,6 WELL TC MULTIDISH 1EA,EA
FB012928,FB012928EA,100,12 WELL TC MULTIDISH 1EA,EA
FB012929,FB012929EA,100,24 WELL TC MULTIDISH 1EA,EA
FB012930,FB012930EA,100,48 WELL TC MULTIDISH 1EA,EA
FB012931,FB012931EA,100,96F WELL TC MULTIDISH 1EA,EA
FB012932,FB012932EA,100,96U WELL TC MULTIDISH 1EA,EA
FB012935,FB012935PK,20,25CM2 TC FLASK VENT CAP 10/PK,PK
FB012937,FB012937PK,20,75CM2 TC FLASK VENT CAP 5/PK,PK
FB012939,FB012939PK,8,182CM2 TC FLASK VENT CAP 5/PK,PK
FB012941,FB012941PK,6,300CM2 TC FLASK VENT CAP 3/PK,PK
FB02911433A,FB2911433AE,24,PKR WM 60CC AMB PV CP 1EA,EA
FB02911434A,FB291434AEA,24,PKR WM 120CC AMB PV CP 1EA,EA
FB02911435A,FB291435AEA,24,PKR WM 250CC AMB PV CP 1EA,EA
FB02911436A,FB029114AEA,12,PKR WM 500CC AMB PV CP 1EA,EA
FB02911438,FB02911438E,24,BTL AMB WMPKR W/PTFE 1OZ 1EA,EA
FB02911439,FB02911439E,24,BTL AMB WMPKR W/PTFE 2OZ 1EA,EA
FB02911440,FB02911440E,24,BTL AMB WMPKR W/PTFE 4OZ 1EA,EA
FB02911441,FB02911441E,24,BTL AMB WMPKR W/PTFE 8OZ 1EA,EA
FB02911442,FB02911442E,12,BTL AMB WMPKR W/PTFE 16OZ 1EA,EA
FB02911443,FB02911443E,12,BTL AMB WMPKR W/PTFE 32OZ 1EA,EA
FB02911458A,FB0291458AE,48,GRAD AC 1OZ CLR PTFE CP 1EA,EA
FB02911459A,FB2911459AE,48,GRAD AC 2OZ CLR PTFE CP 1EA,EA
FB02911460A,FB2911460AE,24,GRAD AC 4OZ CLR PTFE CP 1EA,EA
FB02911739,FB02911739E,12,BTL AMB BOSRD W/PTFE 32OZ 1EA,EA
FB02911740,FB02911740E,24,BTL AMB BOSRD W/PTFE 4OZ 1EA,EA
FB02911741,FB02911741E,12,BTL AMB BOSRD W/PTFE 8OZ 1EA,EA
FB02911753,FB02911753E,12,BTL CLR BOSRD W/PTFE 16OZ 1EA,EA
FB02911761,FB02911761E,12,JAR CLR ST SD W/PTFE 16OZ 1EA,EA
FB02911762,FB02911762E,12,JAR CLR ST SD W/PTFE 32OZ 1EA,EA
FB02911763,FB02911763A,24,JAR CLR ST SD W/PTFE 2OZ 1EA,EA
FB02911764,FB02911764E,24,JAR CLR ST SD W/PTFE 4OZ 1EA,EA
FB02911765,FB02911765E,12,JAR CLR ST SD W/PTFE 8OZ 1EA,EA
FB02911778,FB02911778E,12,BTL CLR BOSRD W/PV 32OZ 1EA,EA
FB02911788,FB02911788E,24,BTL CLR BOSRD W/PTFE 4OZ 1EA,EA
FB02911789,FB02911789E,12,BTL CLR BOSRD W/PTFE 8OZ 1EA,EA
FB02911916,FB0291191EA,24,BTL CL WM W/PV CAP 8OZ 1EA,EA
FB02911949A,FB029119AEA,12,OBL 1000CC HDPE NAT PE 1EA,EA
FB02911960A,FB0291196EA,24,OBL 500CC HDPE NAT PE 1EA,EA
FB02912030A,FB2912030AE,24,WMRND 500CC HDPE NAT  PE 1EA,EA
FB02912032A,FB2912032AE,48,WMRND 120CC HDPE NAT  PE 1EA,EA
FB02912034A,FB2912034AE,48,WMRND 250CC HDPE NAT  PE 1EA,EA
FB02912036A,FB2912036A,4,WMRND 3840CC HDPE NAT  PE 1EA,EA
FB02912065,FB2912065PK,5,AP PTFE 15/425 100/PK,PK
FB02912068,FB2912068PK,5,CAP PTFE 22/400 100/PK 100PK,PK
FB02912292A,FB029192APK,24,CAP CT 53-400 PV 12/BG 12/PK,PK
FB0340922C,FB0340922CE,6,FB WASH BOTTLE LOGO 500ML 1EA,EA
FB0340922D,FB0340922DE,4,FB WASH BOTTLE LOGO 1000ML 1EA,EA
FB0340923K,FB0340923KE,6,FB WSHBOTTL DISTILLD WATR 1EA,EA
FB0340923M,FB0340923ME,6,FB WASH BOTTL DEIONIZD WATR EA,EA
FB0340923T,FB0340923TE,6,FB WASH BOTTLE LOGO 250ML 1EA,EA
FB0340933,FB0340933EA,3,FB WASHBOTTLE VENT METHANOL1EA,EA
FB0340935,FB0340935EA,3,FBWASHBTTLEVENTISOPROPANOLEA,EA
FB0340936,FB0340936EA,3,FB WASH BOTLE VENT ETHANL 1EA,EA
FB0875711,FB0875711PK,25,100X25MM STACKABLE DEEP PETR,PK
FB0875711A,FB0875711AP,25,100X 100MM SQUARE 20/PK,PK
FB0875711YZ,FB875711YZP,25,5X10MM STACKBLE PTRI DI 20PK,PK
FB0875711Z,FB0875711ZP,25,100X20MM STACKABLE DEEP 16PK,PK
FB0875712,FB0875712PK,20,PETRIDISH 100X15MM STACK 25/PK,PK
FB0875713,FB0875713PK,20,PETRI DISH 100X15MM SLIP 25PK,PK
FB0875713A,FB0875713AP,25,PETRI DISH 60X15MM 20/PK,PK
FB0875714,FB0875714PK,10,PETRI DISH 150X15MM 10/PK,PK
FB087579B,FB087579BPK,25,100X15MM NO RIM SLIPPABLE 20PK,PK
FB087582,FB087582PK,25,QUAD PETRIDISH 100X15MM 24/PK,PK
FB100100,FB100100EA,12,BEAKER GRIFFIN 100ML 1/EA,EA
FB1001000,FB1001000EA,6,BEAKER GRIFFIN 1000ML 1/EA,EA
FB100150,FB100150EA,12,BEAKER GRIFFIN 150ML 1/EA,EA
FB100250,FB100250EA,12,BEAKER GRIFFIN 250ML 1/EA,EA
FB100400,FB100400EA,12,BEAKER GRIFFIN 400ML 1/EA,EA
FB10050,FB10050EA,12,FB50050GRIFFIN 50ML 1/EA,EA
FB100600,FB100600EA,6,BEAKER GRIFFIN 600ML 1/EA,EA
FB1011000,FB1011000EA,6,BEAKER HEVI DUTY 1000ML,EA
FB1012000,FB1012000EA,4,BEAKER HEVI DUTY 2000ML 1/EA,EA
FB101250,FB101250EA,12,BEAKER HEVI DUTY 250ML 1EA,EA
FB101400,FB101400EA,12,BEAKER HEVI DUTY 400ML 1/EA,EA
FB101600,FB101600EA,6,BEAKER HEVI DUTY 600ML 1/EA,EA
FB11865155,FB11865155E,3,FB WSHBOTTL VNT ISOPROPNOL 1EA,EA
FB11865157,FB11865157E,3,FB WSHBOTTLE VNT METHANOL 1EA,EA
FB11865160,FB11865160E,3,FB WSHBOTTLE VENTNA HYPOCHL EA,EA
FB11865163,FB11865163E,3,FB WSHBOTTLE VENT ETHANOL 1EA,EA
FB12566500,FB12566500E,12,FLTR PES 150ML 50MM 0.2UM EA,EA
FB12566502,FB12566502E,12,FILTER PES 250ML 50MM 0.2UM EA,EA
FB12566503,FB2566503EA,12,FILTERPES250ML 50MM 0.45UM1EA,EA
FB12566504,FB12566504E,12,FILTER PES 500ML75MM 0.2UM1EA,EA
FB12566505,FB2566505EA,12,FILTERPES500ML 75MM 0.45UM1EA,EA
FB12566506,FB12566506E,12,FLTR PES 1000ML 90MM 0.2UM EA,EA
FB12566512,FB12566512E,12,BTLTOPPES 1000ML90MM 0.2UM 1EA,EA
FB12566514,FB12566514E,24,FLTR RECIVR PS 250ML 45MM 1EA,EA
FB12566515,FB12566515E,12,FLTR RECEIVR500ML PS 45MM 1EA,EA
FB12566516,FB12566516E,12,FLTR RECEIVER PS1000ML45MM 1EA,EA
FB14127558,FB14127558E,6,LAB NTEBK GRID 200-PG BLK 1EA,EA
FB14127560,FB14127560E,6,LAB NTEBK LINE 200-PG BLK 1EA,EA
FB14127561,FB14127561E,6,LAB NTEBK GRID 100-PG BLU 1EA,EA
FB14127563,FB14127563E,6,LABNOTEBOOK LINE 100-PG BL 1EA,EA
FB14127564,FB14127564E,6,LAB NTEBK LINE 200-PG BLU 1EA,EA
FB14127568,FB14127568E,6,AB NTEBK LINE 200-PG RED 1EA,EA
FB14127572,FB14127572E,6,LAB NTEBK LINE 200-PG GRN 1EA,EA
FB201100,FB201100EA,2,FLASK BOILING RND B 100ML,EA
FB2011000,FB2011000EA,2,FLASK BOILING RND 1000ML 1/EA,EA
FB201250,FB201250EA,2,FLASK BOILING RND B 250ML EA,EA
FB201500,FB201500EA,2,FLASK BOILING RND B 500ML EA,EA
FB3001000,FB3001000EA,6,FLASK FILTERING 1000ML 1PK,PK
FB300250,FB300250EA,6,FLASK FILTERING 250ML 1EA,EA
FB300500,FB300500EA,6,FLASK FILTERING 500ML 1/EA,EA
FB40010,FB40010EA,12,FLASK VOLUMETRIC 10ML 1/EA,EA
FB5001000,FB5001000EA,6,FLSK ERLENM NM GLS 1000ML 1/EA,EA
FB500125,FB500125EA,12,FLSK ERLENM NM GLS 125ML,EA
FB5002000,FB5002000EA,4,FLSK ERLENM NM GLS 2000ML,EA
FB500250,FB500250EA,12,FLSK ERLENM NM GLS 250ML 1/EA,EA
FB50050,FB50050EA,12,FLASK ERLENM NM GLS 50ML 1EA,EA
FB500500,FB500500EA,6,FLASK ERLENM NM GLS 500ML 1/EA,EA
FB5011000,FB5011000EA,6,FLASK ERLEN WM GLS 1000ML,EA
FB501250,FB501250EA,12,FLASK ERLENM WM GLS 250ML 1EA,EA
FB501500,FB501500EA,6,FLASK ERLENM WM GLS 500ML,EA
FB57879,FB57879EA,10,STP FB TURNOVER 37 RED,EA
FB800100,FB800100EA,10,MEDIA BTL GS GL45 100 ML 1/EA,EA
FB8001000,FB8001000EA,10,MEDIA BTL GS GL45 1000ML 1/EA,EA
